Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Duan H., Ma F., Miao L., Zhang C.","57404559500;57206483659;7005303290;7405490618;","A semi-supervised deep learning approach for vessel trajectory classification based on AIS data",2022,"Ocean and Coastal Management","218",,"106015","","",,2,"10.1016/j.ocecoaman.2021.106015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122508555&doi=10.1016%2fj.ocecoaman.2021.106015&partnerID=40&md5=b7d9cc9d37f0b7274c1b4d4c39aeecb9","Automatic identification system; Deep learning; Semi-supervised learning; Variational autoencoder; Vessel trajectory classification","Automation; Classification (of information); Convolutional neural networks; Learning algorithms; Ships; Supervised learning; Trajectories; Auto encoders; Automatic identification system; Deep learning; Learning approach; Semi-supervised; Training process; Trajectory classification; Variational autoencoder; Vessel trajectory; Vessel trajectory classification; Deep learning; algorithm; automation; classification; data set; experimental study; identification method; machine learning; navigation aid; performance assessment; supervised learning; training",Article,Scopus,2-s2.0-85122508555
"Ott T., Lautenschlager U.","57196057147;56497016500;","GinJinn2: Object detection and segmentation for ecology and evolution",2022,"Methods in Ecology and Evolution","13","3",,"603","610",,1,"10.1111/2041-210X.13787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122181511&doi=10.1111%2f2041-210X.13787&partnerID=40&md5=0b6ed069442392c9374dc10274f37c04","automation; computer vision; deep learning; instance segmentation; machine learning; morphometrics; object detection; trait extraction",,Article,Scopus,2-s2.0-85122181511
"Le Guillarme N., Thuiller W.","55972226200;6602123683;","TaxoNERD: Deep neural models for the recognition of taxonomic entities in the ecological and evolutionary literature",2022,"Methods in Ecology and Evolution","13","3",,"625","641",,,"10.1111/2041-210X.13778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121116392&doi=10.1111%2f2041-210X.13778&partnerID=40&md5=fcfcc0f426308d23356bb587ac3b8573","biodiversity databases; deep learning; ecological information extraction; taxonomic entity recognition; transfer learning",,Article,Scopus,2-s2.0-85121116392
"Lürig M.D.","56528474100;","phenopype: A phenotyping pipeline for Python",2022,"Methods in Ecology and Evolution","13","3",,"569","576",,,"10.1111/2041-210X.13771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120485237&doi=10.1111%2f2041-210X.13771&partnerID=40&md5=0e65c60641f50b2d80ef9506c4a51e52","automation; computer vision; image analysis; image segmentation; phenomics; phenotype; toolbox; trait measurement",,Article,Scopus,2-s2.0-85120485237
"Günen M.A.","57190371587;","Performance comparison of deep learning and machine learning methods in determining wetland water areas using EuroSAT dataset",2022,"Environmental Science and Pollution Research","29","14",,"21092","21106",,2,"10.1007/s11356-021-17177-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118582215&doi=10.1007%2fs11356-021-17177-z&partnerID=40&md5=d5fe59719ce09360f10b137ad5ce3132","1D CNN; Classification; Remote sensing; Sentinel-2; Wetland","biodiversity; comparative study; discriminant analysis; machine learning; performance assessment; remote sensing; Sentinel; standardization; support vector machine; wetland; Turkey; water; machine learning; support vector machine; wetland; Deep Learning; Machine Learning; Neural Networks, Computer; Support Vector Machine; Water; Wetlands",Article,Scopus,2-s2.0-85118582215
"Yuan P., Song J., Xu H.","36189996600;57216841186;57483357400;","Fish Image Recognition Based on Residual Network and Few-shot Learning [基于残差网络和小样本学习的鱼图像识别]",2022,"Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","53","2",,"282","290",,,"10.6041/j.issn.1000-1298.2022.02.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126126081&doi=10.6041%2fj.issn.1000-1298.2022.02.030&partnerID=40&md5=8ed6836618b6b54cb3c82d24f130faf3","Few-shot learning; Fish; Image recognition; Residual network; Transfer learning","Deep learning; Image enhancement; Image recognition; Ecological environments; Few-shot learning; Fine grained; FISH images; Fish populations; Learning models; Metric learning; Recognition accuracy; Residual network; Transfer learning; Fish",Article,Scopus,2-s2.0-85126126081
"Jeantet L., Hadetskyi V., Vigon V., Korysko F., Paranthoen N., Chevallier D.","57202257443;57460425500;6507496627;57459639500;57459639600;36240348900;","Estimation of the Maternal Investment of Sea Turtles by Automatic Identification of Nesting Behavior and Number of Eggs Laid from a Tri-Axial Accelerometer",2022,"Animals","12","4","520","","",,,"10.3390/ani12040520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124940926&doi=10.3390%2fani12040520&partnerID=40&md5=5889ca2b279cfe99130d0c9ef35e86a2","Accelerometer; Behavioral classification; Bio-logging; Chelonia mydas; Conservation; Convolutional neural network; Deep learning; Ecology; V-net","acceleration; algorithm; Article; breeding; cancer mortality; Chelonia; climate change; convolutional neural network; deep learning; ecology; egg laying; endangered species; female; gene silencing; image segmentation; maternal behavior; nesting; nonhuman; reproduction; sea turtle; seashore; training; validation process",Article,Scopus,2-s2.0-85124940926
"Liu K., Zhang C., Yang X., Diao M., Liu H., Li M.","57452373900;57451916400;57284122000;36718953900;57221580984;56994188500;","Development of an Occurrence Prediction Model for Cucumber Downy Mildew in Solar Greenhouses Based on Long Short-Term Memory Neural Network",2022,"Agronomy","12","2","442","","",,,"10.3390/agronomy12020442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124603029&doi=10.3390%2fagronomy12020442&partnerID=40&md5=4d8128755b49b28a88ab33b058c9d9c3","Deep learning; Forecast model; Fruit cucumber; Greenhouse; Pseudoperonospora cubensis",,Article,Scopus,2-s2.0-85124603029
"Toğaçar M., Ergen B.","57205581917;6508022484;","Classification of cloud images by using super resolution, semantic segmentation approaches and binary sailfish optimization method with deep learning model",2022,"Computers and Electronics in Agriculture","193",,"106724","","",,,"10.1016/j.compag.2022.106724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123055761&doi=10.1016%2fj.compag.2022.106724&partnerID=40&md5=ea70a0d83b642259bb59a4e6a710e8b4","Binary sailfish optimization; Cloud images; Deep learning; Semantic segmentation; Super-resolution","Deep learning; Discriminant analysis; Image classification; Optical resolving power; Semantics; Binary sailfish optimization; Cloud image; Cloud types; Deep learning; Ice crystals; Learning models; Optimisations; Optimization method; Semantic segmentation; Superresolution; Semantic Segmentation; algorithm; artificial intelligence; image resolution; optimization; segmentation",Article,Scopus,2-s2.0-85123055761
"Zhao Y., Sun C., Xu X., Chen J.","57191265704;57388915000;56707732700;57221421314;","RIC-Net: A plant disease classification model based on the fusion of Inception and residual structure and embedded attention mechanism",2022,"Computers and Electronics in Agriculture","193",,"106644","","",,1,"10.1016/j.compag.2021.106644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121931762&doi=10.1016%2fj.compag.2021.106644&partnerID=40&md5=b739f7b98a439e070712cac5a48e1fed","Convolutional block attention module; Deep learning; Plant disease classification; Web application","Convolutional neural networks; Crops; Deep learning; Fruits; Plants (botany); Viruses; Classification models; Convolutional block attention module; Deep learning; Disease classification; Leaf disease; Plant disease; Plant disease classification; Residual structure; WEB application; Web applications; Convolution; algorithm; ecological modeling; growth; image classification; leaf area; potato; China",Article,Scopus,2-s2.0-85121931762
"Zizka A., Andermann T., Silvestro D.","54780951100;57202956432;24725382100;","IUCNN – Deep learning approaches to approximate species' extinction risk",2022,"Diversity and Distributions","28","2",,"227","241",,,"10.1111/ddi.13450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121422057&doi=10.1111%2fddi.13450&partnerID=40&md5=1fb4250ef2092fd263bb143b2d07e092",,"biogeography; ecological modeling; extinction risk; herb; learning; nature conservation; Red List; species occurrence",Article,Scopus,2-s2.0-85121422057
"Majchrowska S., Mikołajczyk A., Ferlin M., Klawikowska Z., Plantykow M.A., Kwasigroch A., Majek K.","57202743123;57194611451;57224569774;57220040870;57224581804;57191594305;57500347000;","Deep learning-based waste detection in natural and urban environments",2022,"Waste Management","138",,,"274","284",,4,"10.1016/j.wasman.2021.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121125770&doi=10.1016%2fj.wasman.2021.12.001&partnerID=40&md5=e24781166deaad664cd74cb9cd089522","Object detection; Semi-supervised learning; Waste classification benchmarks; Waste detection benchmarks; Waste localization; Waste recognition","Classification (of information); Deep learning; Supervised learning; Environmental issues; Localisation; Natural environments; Urban environments; Waste classification; Waste classification benchmark; Waste detection benchmark; Waste localization; Waste pollution; Waste recognition; Object detection; benchmarking; classification; data set; detection method; machine learning; precision; urban area; waste management; plastic; benchmarking; Benchmarking; Deep Learning; Plastics",Article,Scopus,2-s2.0-85121125770
"Mannocci L., Villon S., Chaumont M., Guellati N., Mouquet N., Iovan C., Vigliola L., Mouillot D.","55042989000;57191878890;22633496000;57223155643;55973469300;21933985100;6602419726;6701389009;","Leveraging social media and deep learning to detect rare megafauna in video surveys",2022,"Conservation Biology","36","1","e13798","","",,1,"10.1111/cobi.13798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111867838&doi=10.1111%2fcobi.13798&partnerID=40&md5=12ac8d971374a29a2f69c7cf703f33f9","convolutional neural networks; detección de especies; ecología de internet; endangered megafauna; internet ecology; megafauna en peligro; monitoreo; monitoring; redes neurales convolucionales; species detection","artificial neural network; detection method; field survey; learning; rare species; social media; training; videography; New Caledonia [Melanesia]; Pacific Ocean; Pacific Ocean (Southeast); animal; environmental protection; human; social media; Animals; Conservation of Natural Resources; Deep Learning; Humans; Neural Networks, Computer; Social Media",Article,Scopus,2-s2.0-85111867838
"Khullar S., Singh N.","57221844253;56404763800;","Water quality assessment of a river using deep learning Bi-LSTM methodology: forecasting and validation",2022,"Environmental Science and Pollution Research","29","9",,"12875","12889",,5,"10.1007/s11356-021-13875-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105956987&doi=10.1007%2fs11356-021-13875-w&partnerID=40&md5=17c43d6070245fc52872f1bd312d6ac7","Bi-LSTM; CNN; Deep learning; Water quality prediction; Yamuna river","accuracy assessment; assessment method; complexity; detection method; ensemble forecasting; forecasting method; machine learning; methodology; model validation; research and methodology; river pollution; water pollution; water quality; Delhi; India; Yamuna River; forecasting; river; water quality; Deep Learning; Forecasting; Neural Networks, Computer; Rivers; Water Quality",Article,Scopus,2-s2.0-85105956987
"Pan Y., Ayoub N., Schneider-Kamp P., Flindt M., Holmer M.","57226714845;57201116602;6506662701;35617290000;7003417535;","Beach Wrack Dynamics Using a Camera Trap as the Real-Time Monitoring Tool",2022,"Frontiers in Marine Science","9",,"813516","","",,,"10.3389/fmars.2022.813516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124209740&doi=10.3389%2ffmars.2022.813516&partnerID=40&md5=0e6a898893bf541837ac09c51f08903a","beach wrack; blue carbon ecosystems; camera trap; deep learning; image classification; real-time monitoring",,Article,Scopus,2-s2.0-85124209740
"Xie X., Yan H., Zeng L.","57287879000;57287343800;15754535900;","Characterizing plant root parameters with deep learning-based heat pulse method",2022,"Geoderma","406",,"115507","","",,1,"10.1016/j.geoderma.2021.115507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116512430&doi=10.1016%2fj.geoderma.2021.115507&partnerID=40&md5=61c196be8bee6f06ac34249de8296d6e","Deep learning; Heat pulse method; Heat transfer; Plant root; Root characteristic parameters","Cost effectiveness; Deep learning; Heat transfer; Parameter estimation; Characteristics parameters; Deep learning; Heat pulse; Heat transfer model; Heat-pulse methods; Plant roots; Pulse technique; Root characteristic parameter; Root characteristics; Root parameters; Statistical tests; algorithm; detection method; heat transfer; numerical model; parameter estimation; root system; source parameters",Article,Scopus,2-s2.0-85116512430
"Zheng Y., Wu G.","57373314100;57217100260;","YOLOv4-Lite–Based Urban Plantation Tree Detection and Positioning With High-Resolution Remote Sensing Imagery",2022,"Frontiers in Environmental Science","9",,"756227","","",,,"10.3389/fenvs.2021.756227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123489429&doi=10.3389%2ffenvs.2021.756227&partnerID=40&md5=c3ec47190fd59d1b6c15c4531239ff57","high-resolution remote sensing image; tree detection; tree position; urban plantation; YOLOv4-Lite",,Article,Scopus,2-s2.0-85123489429
"Li K., Lu J., Zhang K., Lu C., Chen P., Yuan M.","57385798900;55701381900;57385799000;57384412900;57384887500;57385570500;","Spatial downscaling method and application of CMIP5 global climate models based on improved U-Net in Lake Poyang Basin [基于改进U-Net的CMIP5全球气候模式降尺度方法及其在鄱阳湖流域的应用]",2022,"Hupo Kexue/Journal of Lake Sciences","34","1",,"320","333",,,"10.18307/2022.0126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121690597&doi=10.18307%2f2022.0126&partnerID=40&md5=60dc83e6ed0b6e20cdb7164bdc2f58eb","CMIP5; Improved U-Net; Lake Poyang Basin; Mann-Kendall analysis; Wavelet transform","Climate models; Deconvolution; Deep learning; Environmental technology; Wavelet transforms; Downscaling methods; Fitting accuracy; Future climate; Improved U-net; Lake poyang basin; Mann-Kendall; Mann-kendall analyse; Spatiotemporal trends; Statistical downscaling; Wavelets transform; Lakes",Article,Scopus,2-s2.0-85121690597
