Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Stowell D.","26649050000;","Computational bioacoustics with deep learning: a review and roadmap",2022,"PeerJ",,,"e13152","","",,,"10.7717/peerj.13152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127071687&doi=10.7717%2fpeerj.13152&partnerID=40&md5=8cbb0c0cbdabdf2b7d1e2d039f545fa1","Acoustics; Animal vocal behaviour; Bioacoustics; Deep learning; Machine learning; Passive acoustic monitoring; Sound","acoustics; animal behavior; deep learning; human; human experiment; image processing; information science; machine learning; music; review; sound; speech",Review,Scopus,2-s2.0-85127071687
"Mirra G., Holland A., Roudavski S., Wijnands J.S., Pugnale A.","57189757352;57566767600;6503933416;56096263900;23568419100;","An Artificial Intelligence Agent That Synthesises Visual Abstractions of Natural Forms to Support the Design of Human-Made Habitat Structures",2022,"Frontiers in Ecology and Evolution","10",,"806453","","",,,"10.3389/fevo.2022.806453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127876102&doi=10.3389%2ffevo.2022.806453&partnerID=40&md5=3f40556ff1341448330541ca11bd36f1","artificial intelligence; biological conservation; computer-aided design; ecocentric design; human-made habitat structures; reinforcement learning; visual abstraction",,Article,Scopus,2-s2.0-85127876102
"Katal N., Rzanny M., Mäder P., Wäldchen J.","57214457034;54929820500;35586964300;35757099700;","Deep Learning in Plant Phenological Research: A Systematic Literature Review",2022,"Frontiers in Plant Science","13",,"805738","","",,,"10.3389/fpls.2022.805738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127816856&doi=10.3389%2ffpls.2022.805738&partnerID=40&md5=ae37cfd5c740be2da324b56aa85f5d40","deep learning; drones; herbarium specimen; machine learning; PhenoCams; phenology; phenology monitoring; remote sensing",,Review,Scopus,2-s2.0-85127816856
"Huy B., Truong N.Q., Khiem N.Q., Poudel K.P., Temesgen H.","57189903514;57424065600;57423768700;55932097700;6602789854;","Deep learning models for improved reliability of tree aboveground biomass prediction in the tropical evergreen broadleaf forests",2022,"Forest Ecology and Management","508",,"120031","","",,,"10.1016/j.foreco.2022.120031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123355204&doi=10.1016%2fj.foreco.2022.120031&partnerID=40&md5=5647d6e511563ae7a7b0fda6010e1a9a","Aboveground biomass; Artificial intelligence; Deep learning; Evergreen broadleaf forest; Forest carbon sequestration","Biomass; Carbon; Deep learning; Deforestation; Ecology; Regression analysis; Reliability; Tropics; Aboveground biomass; Broadleaf forest; Deep learning; Diameter-at-breast heights; Ecoregions; Evergreen broadleaf forest; Forest carbon sequestration; Learning models; Regression equation; Wood density; Forecasting; aboveground biomass; allometry; basal area; ecological modeling; forest ecosystem; rainfall; rainforest; Biomass; Carbon; Deforestation; Ecology; Regression Analysis; Reliability; Viet Nam",Article,Scopus,2-s2.0-85123355204
"Nketia K.A., Asabere S.B., Ramcharan A., Herbold S., Erasmi S., Sauer D.","57203964314;55349343200;57194463042;57393122400;24174158300;19640254000;","Spatio-temporal mapping of soil water storage in a semi-arid landscape of northern Ghana – A multi-tasked ensemble machine-learning approach",2022,"Geoderma","410",,"115691","","",,1,"10.1016/j.geoderma.2021.115691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122094177&doi=10.1016%2fj.geoderma.2021.115691&partnerID=40&md5=65029b1a66c9cfe9ea7b52e4dad00ce3","Predictive soil mapping; Semi-arid; Soil moisture; Soil water storage; Spatio-temporal variability; sub-Saharan Africa","Adaptive boosting; Crops; Cultivation; Decision trees; Digital storage; Location; Machine learning; Mapping; Plants (botany); Reservoirs (water); Soil surveys; Arid landscape; Modelling framework; Predictive soil mapping; Semi arid; Soil mapping; Soil water storage; Spatio-temporal; Spatiotemporal variability; Sub-saharan africa; Temporal mappings; Soil moisture; available water capacity; landscape ecology; machine learning; semiarid region; soil depth; soil water; spatial data; spatiotemporal analysis; water storage; Ghana; Guinea; Sahara",Article,Scopus,2-s2.0-85122094177
"Li D., Wang Q., Li X., Niu M., Wang H., Liu C.","12800336700;57208587946;56386356300;57559734400;57196432226;35337306800;","Recent advances of machine vision technology in fish classification",2022,"ICES Journal of Marine Science","79","2",,"263","284",,,"10.1093/icesjms/fsab264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127474516&doi=10.1093%2ficesjms%2ffsab264&partnerID=40&md5=1a819a458ddf51cb5701d7ad35cc125a","computer vision; fish classification; machine learning","algorithm; fish; machine learning; numerical model",Review,Scopus,2-s2.0-85127474516
"Lachs L., Chong F., Beger M., East H.K., Guest J.R., Sommer B.","57195404555;57556591300;8530143500;55517048000;23479801300;35225310200;","SizeExtractR: A workflow for rapid reproducible extraction of object size metrics from scaled images",2022,"Ecology and Evolution","12","3","e8724","","",,,"10.1002/ece3.8724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127330287&doi=10.1002%2fece3.8724&partnerID=40&md5=dfd50fa5145ea3ee50920cea1accb69f","coral reefs; image analysis; object dimensions; population dynamics; reproducibility; size frequency distributions; size metrics; time saving",,Article,Scopus,2-s2.0-85127330287
"Goodwin M., Halvorsen K.T., Jiao L., Knausgård K.M., Martin A.H., Moyano M., Oomen R.A., Rasmussen J.H., Sørdalen T.K., Thorbjørnsen S.H.","37017029800;57193510555;35868065100;57209746283;57221994959;25930161400;42561748300;56982404100;57188459500;57202056984;","Unlocking the potential of deep learning for marine ecology: Overview, applications, and outlook",2022,"ICES Journal of Marine Science","79","2",,"319","336",,2,"10.1093/icesjms/fsab255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127270524&doi=10.1093%2ficesjms%2ffsab255&partnerID=40&md5=120753c57509dbdcd07a13e2b0ef2fa8","artificial intelligence; ecosystem-based management; machine learning; marine bioacoustics; marine monitoring","algorithm; aquatic organism by aquatic zone; marine environment",Article,Scopus,2-s2.0-85127270524
"Luo L., Chen M., Dong L., Su W., Li X., Hu X., Zhang X., Li C., Cheng W., Shi H., Luo J.","57216612965;57343055000;57553033800;57199701309;57552576100;56237390300;57553277200;57209178559;57413271500;57553508400;7404183561;","Intelligent Identification of Building Patches and Assessment of Roof Greening Suitability in High-density Urban Areas: A Case Study of Chengdu [高密度城区建筑图斑智能识别与屋顶绿化适建性评估--以成都市为例]",2022,"Journal of Resources and Ecology","13","2",,"247","256",,,"10.5814/j.issn.1674-764x.2022.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127209272&doi=10.5814%2fj.issn.1674-764x.2022.02.008&partnerID=40&md5=ad4956e4becdc3246ab6f4694a7ce3ba","Deep learning; Roof greening; Spatial join; Suitability assessment; Weighted overlay",,Article,Scopus,2-s2.0-85127209272
"Roy A., Bertrand S.L., Fablet R.","57218219999;57547474500;6603508732;","Deep inference of seabird dives from GPS-only records: Performance and generalization properties",2022,"PLoS Computational Biology","18","3","e1009890","","",,,"10.1371/journal.pcbi.1009890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126913455&doi=10.1371%2fjournal.pcbi.1009890&partnerID=40&md5=dcbe12e099049da65186b260035b9c1d",,"animal behavior; Article; Brazil; classification; convolutional neural network; deep learning; deep neural network; ecosystem; foraging behavior; global positioning system; hidden Markov model; nonhuman; organism colony; physical performance; prediction; reasoning; seabird; transfer of learning; animal; bird; diving; ecosystem; Animals; Behavior, Animal; Birds; Diving; Ecosystem; Neural Networks, Computer",Article,Scopus,2-s2.0-85126913455
"Ezzaouini M.A., Mahé G., Kacimi I., El Bilali A., Zerouali A., Nafii A.","56157529700;6701504447;8622963900;57218503035;56636508000;57224527870;","Predicting Daily Suspended Sediment Load Using Machine Learning and NARX Hydro-Climatic Inputs in Semi-Arid Environment",2022,"Water (Switzerland)","14","6","862","","",,,"10.3390/w14060862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126348448&doi=10.3390%2fw14060862&partnerID=40&md5=68cc338dc0e84418736d839c992ff66a","Bouregreg; Generalization ability; Morocco; Suspended sediment load; Uncertainty","Machine learning; Reservoirs (water); Sediment transport; Suspended sediments; Water resources; Bouregreg; Ecological systems; Generalization ability; Machine-learning; Morocco; Reservoir siltations; Semi-arid environments; Suspended sediment loads; Uncertainty; Waterbodies; Forecasting; machine learning; sediment transport; semiannual oscillation; semiarid region; suspended sediment; water resource; Morocco",Article,Scopus,2-s2.0-85126348448
"Ondrasek G., Rathod S., Manohara K.K., Gireesh C., Anantha M.S., Sakhare A.S., Parmar B., Yadav B.K., Bandumula N., Raihan F., Zielińska-Chmielewska A., Meriño-Gergichevich C., Reyes-Díaz M., Khan A., Panfilova O., Fuentealba A.S., Romero S.M., Nabil B., Wan C., Shepherd J., Horvatinec J.","6503867963;57201198917;57189492108;55932084000;55735541400;55363039300;55918141600;57481767600;54983546300;24076989100;57200330366;55179390100;8212345300;56330505300;57200223422;24768054800;57482726300;57482564600;36731790300;57481612800;57216297194;","Salt Stress in Plants and Mitigation Approaches",2022,"Plants","11","6","717","","",,1,"10.3390/plants11060717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126058587&doi=10.3390%2fplants11060717&partnerID=40&md5=aa5141e1ff5db9091d6c101a46e6237c","Artificial intelligence; Neutral and alkaline salinity; Plant–microbe associations; Salinity and nanotechnology; Salt stress; Soil amendments",,Review,Scopus,2-s2.0-85126058587
"Box I.C.H., Matthews B.J., Marshall K.E.","57269696800;57203029860;35769259700;","Molecular evidence of intertidal habitats selecting for repeated ice-binding protein evolution in invertebrates",2022,"Journal of Experimental Biology","225",,"jeb243409","","",,,"10.1242/jeb.243409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125977758&doi=10.1242%2fjeb.243409&partnerID=40&md5=99698b36f4a594f5736f6d7c02bb3f47","Antifreeze proteins; BLAST; Environmental selection; Freezing risk; Low-temperature tolerance",,Article,Scopus,2-s2.0-85125977758
"Lu K., Xu R., Li J., Lv Y., Lin H., Liu Y.","57222132020;57215965984;57193328320;57474990200;36640121300;50361644400;","A Vision‐Based Detection and Spatial Localization Scheme for Forest Fire Inspection from UAV",2022,"Forests","13","3","383","","",,,"10.3390/f13030383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125619029&doi=10.3390%2ff13030383&partnerID=40&md5=bff3eade37e0d4c84882d5b05c55a6d5","Coordinate frame conversion; Deep learning; Forest fire detection; Object detection; Spatial localization","Aircraft detection; Antennas; Deep learning; Deforestation; Fire detectors; Fire hazards; Object detection; Stereo image processing; Stereo vision; Unmanned aerial vehicles (UAV); Coordinate frame conversion; Deep learning; Fire areas; Fire inspection; Forest fire detection; Forest fires; Localization schemes; Prevention and controls; Spatial localization; Vision-based detection; Fires; Area; Data; Deforestation; Detection; Fire Detectors; Forest Fires; Precision; Systems",Article,Scopus,2-s2.0-85125619029
"Zhang L., Cui J., He Q., Li Q.X.","55971521400;57218631805;57216636504;26643417200;","High-performance computation and artificial intelligence in pesticide discovery: Status and outlook",2022,"Frontiers of Agricultural Science and Engineering","9","1",,"150","154",,,"10.15302/J-FASE-2021419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125235970&doi=10.15302%2fJ-FASE-2021419&partnerID=40&md5=b80fae31471167be14464a04346a8e28",,,Article,Scopus,2-s2.0-85125235970
"Kang H., Jin Jeon D., Kim S., Jung K.","8699816100;57464194400;57464289100;39961631900;","Estimation of fish assessment index based on ensemble artificial neural network for aquatic ecosystem in South Korea",2022,"Ecological Indicators","136",,"108708","","",,1,"10.1016/j.ecolind.2022.108708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125140604&doi=10.1016%2fj.ecolind.2022.108708&partnerID=40&md5=9b93c204f9aee80fc5a5d1c3e93e1095","Ecological Health; Ensemble Artificial Neural Network; Fish Assessment Index; South Korea; Support Vector Machine","Aquatic ecosystems; Complex networks; Fish; Health; Learning algorithms; Mean square error; Neural networks; Regression analysis; Rivers; Water management; Water quality; Assessment index; Ecological health; Ensemble artificial neural networks; Fish assessment index; Fish communities; Health assessments; Hydrologic properties; South Korea; Support vectors machine; Water quantities; Support vector machines; algorithm; aquatic ecosystem; artificial neural network; assessment method; complexity; estimation method; index method; machine learning; support vector machine; South Korea",Article,Scopus,2-s2.0-85125140604
"Cornford R., Millard J., González-Suárez M., Freeman R., Johnson T.F.","57220049630;57211553834;56070232400;56079348600;57219473685;","Automated synthesis of biodiversity knowledge requires better tools and standardised research output",2022,"Ecography","2022","3","e06068","","",,,"10.1111/ecog.06068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124960291&doi=10.1111%2fecog.06068&partnerID=40&md5=b2b2310f5d784777099c9a245b059402","data extraction; ecology; literature synthesis; machine learning; population trends; text mining","automation; biodiversity; complexity; extraction method; human activity; machine learning; taxonomy",Article,Scopus,2-s2.0-85124960291
"Yoh N., Kingston T., McArthur E., Aylen O.E., Huang J.C.-C., Jinggong E.R., Khan F.A.A., Lee B.P.Y.H., Mitchell S.L., Bicknell J.E., Struebig M.J.","57215432109;7003408980;57188563938;57458294800;56517135000;57410963400;57410081500;10439021100;54385699600;8238557400;15760962100;","A machine learning framework to classify Southeast Asian echolocating bats",2022,"Ecological Indicators","136",,"108696","","",,,"10.1016/j.ecolind.2022.108696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124894452&doi=10.1016%2fj.ecolind.2022.108696&partnerID=40&md5=f6bc00c1fe5624822d425a144e4df81d","Acoustic monitoring; Chiroptera; Echolocation; Machine learning; Southeast Asia; Supervised algorithm","Antennas; Automation; Classification (of information); Data handling; Ecosystems; Forestry; Machine learning; Mammals; Sonar; Acoustic monitoring; Call types; Chiropterum; Common species; Constant frequency; Ecosystem services; Frequency modulated; Mammal species; Southeast Asia; Supervised algorithm; Frequency modulation; bat; echolocation; ecosystem service; landscape; machine learning; mammal; threshold; Asia; Borneo; East Malaysia; Malaysia; Sabah; Southeast Asia",Article,Scopus,2-s2.0-85124894452
"Tian Y., Zhang Q., Huang H., Huang Y., Tao J., Zhou G., Zhang Y., Yang Y., Lin J.","56673234400;57208667050;57199059745;57456876600;57208670821;55554955100;57208670765;57216411603;57216414947;","Aboveground biomass of typical invasive mangroves and its distribution patterns using UAV-LiDAR data in a subtropical estuary: Maoling River estuary, Guangxi, China",2022,"Ecological Indicators","136",,"108694","","",,1,"10.1016/j.ecolind.2022.108694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124809407&doi=10.1016%2fj.ecolind.2022.108694&partnerID=40&md5=747fdd935bce0d2a3419558ceae9b0a7","Aboveground biomass; Beibu Gulf; Hydrology and geomorphology; Invasive mangroves; Machine learning algorithms; Maoling river estuary; UAV–LiDAR","Adaptive boosting; Aircraft detection; Antennas; Biomass; Estuaries; Machine learning; Optical radar; Remote sensing; Spatial distribution; Tropics; Aboveground biomass; Beibu gulfs; Hydrology and geomorphology; Invasive mangrove; Light detection and ranging; Machine learning algorithms; Maoling river estuary; Sub-tropical estuary; Unmanned aerial vehicle–light detection and ranging; Vehicle light detections; Unmanned aerial vehicles (UAV); aboveground biomass; estuarine sediment; estuary; hydrological response; invasive species; lidar; machine learning; mangrove; remote sensing; satellite data; spatial distribution; subtropical region; Guangxi Zhuangzu",Article,Scopus,2-s2.0-85124809407
